"index","工作內容"
23,"從關懷出發，生活更美好
我們秉持用心料理，體驗生活，在SOP上加入我們的貼心+對顧客的關心以及服務的細心。
期許更多人才能看見我們，加入成為夥伴
一同創造美好未來!打造夢想藍圖~

所有規定依勞基法！享勞健保，勞工退休金，三節禮金，年終年假，供餐，紅利獎金，月業績獎金，員工聚餐，員工旅遊。。!。歡迎有熱忱的你一起打拼 

1.	樂於學習、喜愛分享，關心事物的人才。
2.	接待顧客、送餐、點餐等。
3.	整理桌面、收餐、整理環境、清潔晚盤等。
4.	安排座位、擺排、製作簡易餐點。
5.	連繫內外場工作事宜。
6.	其他主管交辦事項。

時薪加給： 
A.	績效獎金
B.	訓練員加給
C.	夜間加給

♥歡迎喜歡餐飲美食的你，個性活潑，熱愛飲食生活文化，服務大眾，了解產業脈動，喜愛社群（FB／IG），口齒表達清晰且具企圖心、充滿熱情且有執行力的人才加入我們的行列♥"
24,"所有規定依勞基法！享勞健保，勞工退休金，三節禮金，年終年假，供餐，紅利獎金，月業績獎金，員工聚餐，員工旅遊。。!。歡迎有熱忱的你一起打拼 

主要以廚房備料與協助廚師出菜與擺盤等事項 
需長期，肯學，吃苦耐勞!!!有責任心 



歡迎有熱忱的你一起打拼"
25,"歡迎來電洽詢以下各店: 
民生店 (02)2718-3011 台北市松山區民生東路三段156號

外場餐飲人員
- 接聽電話，處理電話訂位、顧客詢問及外帶訂單 
- 引導客人入座並即時更新座位狀態 
- 介紹Roadhouse品牌故事及我們的優質產品
- 適時協助外場服務人員提供顧客優質的服務"
26,"工作內容主要為「外場服務人員」

當然還可學習其他簡易事務：
★三明治組合區
★西餐爐(學作早午餐炒蛋 法式吐司等及義大利麵)
★煎台區
★收銀區
★飲料吧檯區

以上皆有SOP，手把手帶您一起學習
不怕您不會，只怕您不學 ^_^
"
27,"工作內容主要為「外場服務人員」

當然還可學習其他簡易事務：
★三明治組合區
★西餐爐(學作早午餐炒蛋 法式吐司等及義大利麵)
★煎台區
★收銀區
★飲料吧檯區

以上皆有SOP，手把手帶您一起學習
不怕您不會，只怕您不學 ^_^"
28,"兼職人員的工作內容
工作內容主要為外場服務人員 當然還可學習其他站務 有
三明治組合區 
西餐爐(學作早午餐炒蛋 法式吐司等及義大利麵) 
煎台區 
收銀區 
及飲料吧檯區
期待您成為我們的夥伴"
29,"1.點餐、送餐及外場工作
2.於客人用餐完畢後，負責收拾碗盤、清理環境

（由於景觀餐廳環境的關係，會需要上下跑）"
30,"喜歡在美的空間品味享受生活
注重生活細節及美感
並對學習咖啡、調酒有熱忱的你
期待有你的加入！

—— 職務描述 ——
1. 顧客接待
2. 吧檯調酒
3. 吧檯咖啡
4. 吧檯軟飲
5. 協助首席備料
6. 可早晚排班，但配合夜班者需自備交通工具

*另有高額業績獎金
*忠孝復興站或大安站走路10分鐘

—— 希望特質 —— 
1. 享受與人接觸交流

2. 熱愛調酒咖啡

3.喜愛美學生活
"
31,"兼職人員的工作內容
工作內容主要為外場服務人員 當然還可學習其他站務 有
三明治組合區 
西餐爐(學作早午餐炒蛋 法式吐司等及義大利麵) 
煎台區 
收銀區 
及飲料吧檯區
Chi-Burger三重店是我們三重的第一家店，期待您成為我們的夥伴"
32,"內場人員:
1.負責洗、剝、削、切各種食材，完成餐期前的前置準備工作。 
2.依顧客需求製作餐點及擺盤。
3.隨時與內場/外場夥伴展現團體合作精神。
4.依照品牌標準執行每日工作站清潔及食品安全衛生準則。

外場人員:
1.協助顧客點菜，上菜及問題解決 
2.樂於向工作挑戰，具顧客服務的精神
3.與團體共同合作，且有意學習餐飲業服務經驗 

以上具基本英文會話能力者尤佳。"
33,"工作內容主要為「外場服務人員」

當然還可學習其他簡易事務：
★三明治組合區
★西餐爐(學作早午餐炒蛋 法式吐司等及義大利麵)
★煎台區
★收銀區
★飲料吧檯區

以上皆有SOP，手把手帶您一起學習
不怕您不會，只怕您不學 ^_^

Chi-Burger三重店是我們三重的第一家店，期待您成為我們的夥伴"
34,"1.依據主管教導,負責洗、剝、削、切各種食材，以完成烹飪的前置工作。
2.測量食材的容量與重量。
3.依照客人的點單，準備不同菜色所需要的食材。
4.於出菜時負責菜餚擺盤或調整份量之工作。
5.製餐流程、符合食品安全衛生與製餐流程。
6.學習團隊合作，達成團隊目標。
7.閉店相關工作。"
35,"兼職人員的工作內容
工作內容主要為外場服務人員 當然還可學習其他站務 有
三明治組合區 
西餐爐(學作早午餐炒蛋 法式吐司等及義大利麵) 
煎台區 
收銀區 
及飲料吧檯區
Chi-Burger竹北莊敬店是我們新竹的第六家店，期待您成為我們的夥伴"
36,"1.依據主管教導,負責洗、剝、削、切各種食材，以完成烹飪的前置工作。
2.測量食材的容量與重量。
3.依照客人的點單，準備不同菜色所需要的食材。
4.於出菜時負責菜餚擺盤或調整份量之工作。
5.製餐流程、符合食品安全衛生與製餐流程。
6.學習團隊合作，達成團隊目標。
7.閉店相關工作。"
37,"1.開店前器具歸位
2.環境整理
3.飲品調製
4.電話接聽
5.開茶人員
6.外送服務

*早上時段08:00-18:00
時段彈性安排

皆可彈性調整
(時數依照能力做安排)"
38,"1. 專職負責外送業務服務。
2. 具機車駕照，自備機車。

工作內容：
健康便當外送，每天固定數量 40 ~ 60個
支援擺攤調貨與配送
非陌生開發，已有常客

穩定達成銷售目標，時薪可議
另有每日油錢補貼$30元

* 供午餐
* 上班時間週一至週五，可排班"
39,"歡迎活潑開朗、對餐飲有熱情的您一同加入我們的行列！無經驗也不用擔心！ 

《 主要工作內容 》
完成備料
環境整理、洗滌
確認出餐品質
少量文書事務
濃厚幽默感
對工作認真負責
熱愛團隊工作
配合不定期舉行行銷活動
邏輯能力清晰
有廚房經驗、機車駕照佳!!!!!!


｜背景需求｜熱愛做菜的你 
｜工作年資｜不拘 
｜工作地點｜台北市內湖區洲子街50號1F
｜工作時間｜面議 
｜基本需求｜自備交通工具最棒 
｜到職時間｜未來兩週內




福利制度

公司福利
 ① 全勤獎金
 ② 不定期員工旅遊
 ③ 月休按勞基法
 ④ 正職員工必帶勞健保
 ⑤ 公司相關活動免費或折扣優惠"
40,"1.針對預約客人進行確認、安排相關課程 
2.美容諮詢，針對顧客膚質建議其產品使用，提供顧客高品質服務 
3.服務客人進行皮膚保養、面部頸部按摩、修描睫毛及眉毛、去除不必要之毛髮和化妝 
4.提供相關的保養建議、醫學美容相關業務、保養品銷售 
 
論件計酬，而非一般工作/僱傭關係，平均一個月3萬以上 
上班時間彈性不需打卡，不限上班時數"
41,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.協助店鋪營運前準備及餐期間的相關事務
2..顧客接待及餐點介紹
3..準備及製作拉麵，與擺盤出菜作業
4.協助顧客系統點餐事宜
5.結帳收銀
6.店鋪環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者
6.滿半年可享獎金3,000元

【培訓計畫】
✔依新進人員規劃、教育訓練提升夥伴工作能力、創造優質服務。
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.每日固定可排班6-8小時者或月工時需達120小時以上，薪資175/H起
3.若每日排班時間固定，薪資為170/H起

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
42,"榮獲2019年連鎖早餐品牌幸福企業

給自己一個更好的選擇、更好的未來→


☑【工作內容】
1.餐飲製作及品質標準之維持
2.餐飲之銷售及服務
3.硬體設備之清潔維護及門市環境清潔整理
4.營業時間為05:00~14:00


★彈性排班
如果你活潑愛熱鬧
我們在找 YOU ☛ 學習成長、規劃未來就是現在!!



"
43,"1. 具飯店式或國內旅館前檯服務經驗尤佳。
2. 執行安全、環境、設備、接待貴賓等管理事項。
3.為人溫和,謙恭有禮.溫文儒雅具有服務熱忱者優先錄取。
4.需備良民證。
"
44,"本店早餐店、幫忙收拾碗盤、備料、櫃台收銀結帳、餐點製作。"
45,"1.清洗食材
2.將食材依照廚師要求進行切片、切塊或切末等備料的工作
3.組合沙拉或冷盤
4.進行擺盤的動作
5.工作區域和設備的清潔以及保養
6.主管交辦事宜
(內場兼職-過試用$180起,/每季考核有機會加薪及享有目標達成獎金)
7.00:00 後時薪$1hr 200
FACEBOOK:
https://www.facebook.com/meatlovetaipei/
 信義店-信義路四段468號1F
大直美麗華店-敬業三路20號"
46,"【外場職務內容】 
1.登記帶位 
2.點餐送餐 
3.客席服務 
4.管控營運現場 
5.其他主管交辦事項 

【內場職務內容】 
1.餐點製作 
2.備品製作 
3.盤點訂貨 
4.餐具清洗 
5.其他主管交辦事項 

---------------------------------------------- 
築間提供具有競爭力的薪資招募有活力的你 
歡迎加入我們這個大家庭～ 
讓未來的築間因有你的加入而更加茁壯幸福 
期待您的加入！ "
47,"1.顧客服務
2.櫃檯收銀結帳事務
3.飲品調製
4.茶菓製作
5.外送飲品
6.主管交辦事項"
48,"1.客房清潔整理。
2.顧客需求處理。
3.具備飯店房務部工作或實習經驗。
4.按照旅店標準，檢查退房，補充備品及主管交辦事務。
5.確保所有清潔設備，備品室，工作車的乾淨整潔並保證衛生標準。"
49,"歡迎活潑開朗且對餐飲有熱情的您一同加入我們的行列。
我們將提供完善的教育訓練制度，無經驗也不用擔心！
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
【 主要工作內容 】
  點餐、送餐
  飲品調製
  收銀操作
  外送平台系統操作
  叫貨、盤點
  文書事務協助
  環境整潔維護
  配合公司不定期舉辦之行銷活動、外燴活動

【 個人特質 】
  負責心
  熱愛團隊合作
  邏輯能力清晰
  具幽默感
  樂於學習新事物

【 其他補充 】
  守時很重要
  良善工作態度也很重要
  有機車駕照佳
  具餐飲經驗佳

- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
｜工作背景｜不拘
｜工作年資｜不拘 
｜工作地點｜依公司規定
｜工作時間｜面議 
｜到職時間｜未來兩週～一個月內
｜福利制度｜
   ① 全勤獎金
   ② 不定期員工旅遊
   ③ 月休按勞基法
   ④ 正職員工必帶勞健保
   ⑤ 公司相關活動免費或折扣優惠"
50,"1.顧客服務
2.櫃檯收銀結帳事務
3.飲品調製
4.茶菓製作
5.外送飲品
6.主管交辦事項
7.享勞健保及全勤獎金"
51,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.顧客接待及餐點介紹
2.準備及製作拉麵，與擺盤出菜作業
3.協助顧客系統點餐事宜
4.結帳收銀
5.店鋪環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者

【培訓計畫】
✔依新進人員規劃、教育訓練提升夥伴工作能力、創造優質服務。
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制。
2.工作時數彈性，可選4小時/6小時/8小時
(月工時需達60小時以上)

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
52,"工作內容：
1.冷熱飲料調製。
2.飲品介紹說明。
3.結帳與收銀。
4.提供外送服務（請具備駕照）

"
53,"♡♥歡迎喜歡拉麵、日式服務、日系風格的夥伴的你一起加入我們開創嶄新世界♡♥

【工作內容】
1.顧客接待及餐點介紹
2.準備及製作拉麵，與擺盤出菜作業
3.協助顧客系統點餐事宜
4.結帳收銀
5.店鋪環境清潔工作

【具備條件】
1.具備良好溝通能力
2.對餐飲業有興趣及目標
3.喜歡與人交流、熱心、學習積極
4.透明公的開升遷制度
5.無經驗但對餐飲有極大興趣者

【培訓計畫】
✔採一對一新進教育訓練提升夥伴工作能力、創造優質服務。 
✔依照同仁之工作表現，以規劃職等晉升訓練。 

【工作時間】
1.輪班制，月休依當月紅字天數為主
2.工作時數彈性，可選4小時/6小時/8小時
(月工時可達60小時以上)

【工作地點】
!!可依據您的居住地選擇!!
1台北車站站前店(凱薩飯店B1)
2.大直美麗華店(美食街)
3.大葉高島屋店(美食街)
4.南港中信店(南軟園區內-好食城)
5.誠品信義店(B2)
"
54,"這是一家與台中特殊教育學校合作開設的咖啡廳，這裡主營的項目是麵包、法式冰淇淋、甜點及咖啡飲品


我們非常樂意獎勵夥伴，如果你對自我有要求，喜歡成長，歡迎加入我們


餐飲外場：
為客人介餐點拿取所需之麵包、冰淇淋或甜點
收銀結帳，整理現場環境。
餐飲之料理，如：烤麵包或調配飲料、簡易餐點
於顧客用餐完畢後，負責收拾碗盤與清理環境。
與其他餐廳相關事務。
負責洗、剝、削、切各種食材。
負責清理工作環境、設備和餐具。
準備不同餐點所需要的食材。
協助測量食材的容量與重量。
晚班人員須打掃店面環境，如掃地拖地、清洗廁所。



【獎勵制度】
1.定期考核制度
2.年終獎金
3.特殊獎金（如：研發新品暢銷、營業額達標）


【保險】
勞保、健保、勞退。


【店內福利】
員工餐、員工價、師傅研發的烘焙品試吃
"
